linha,ano,Grupo 1 (Crítico),Grupo 2 (Moderado),Grupo 3 (Variável),Grupo 4 (Baixo),Outros
LT 138 kV ATIBAIA II / MAIRIPORA C 1 SP,1995,20.50848614654709,41.270916708620966,32.70720447815958,5.513392666672355,0.0
LT 138 kV ATIBAIA II / MAIRIPORA C 2 SP,1995,20.505724140696383,41.271997140275786,32.707071930766006,5.515206788261822,0.0
LT 138 kV B. SANTISTA / VIC. CARVALHO C 1 SP,1995,0.13972663853262118,63.597813742352685,7.455899487404787,28.806560131709908,0.0
LT 138 kV B. SANTISTA / VIC. CARVALHO C 2 SP,1995,0.13969342161716078,63.587675734664,7.453900604847611,28.818730238871222,0.0
LT 138 kV BAGUACU / N.AVANHANDAVA C 1 SP,1995,63.152082028934,3.025099272747202,19.51508729856891,14.307731399749887,0.0
LT 138 kV BAGUACU / N.AVANHANDAVA C 2 SP,1995,63.14624098867147,3.0244842364041062,19.516627354572936,14.312647420351484,0.0
LT 138 kV BALDIN / P.FERREIRA C 1 SP,1995,30.768761811863683,15.771139425714809,48.35030177406572,5.1097969883557885,0.0
LT 138 kV BARIRI / BAURU C 1 SP,1995,55.20058708043594,14.898759739456496,19.888336329700003,10.012316850407563,0.0
LT 138 kV BARIRI / BAURU C 2 SP,1995,55.20118503498722,14.897170744145209,19.89023856265941,10.011405658208165,0.0
LT 138 kV BARIRI / IBITINGA C 1 SP,1995,53.51198798490096,5.136596303518,30.703576472474435,10.6478392391066,0.0
LT 138 kV BARIRI / IBITINGA C 2 SP,1995,53.513420805401566,5.136872058249749,30.701175344522937,10.64853179182575,0.0
LT 138 kV BERTIOGA II / SAO SEBASTIAO C 1 SP,1995,0.5361765930862141,77.87455226988754,5.00558100791337,16.58369012911287,0.0
LT 138 kV BERTIOGA II / SAO SEBASTIAO C 2 SP,1995,0.5360273991774649,77.8725916921418,5.005921426633957,16.58545948204678,0.0
LT 138 kV BERTIOGA II / VIC. CARVALHO C 1 SP,1995,0.19527140285374772,66.53946749152993,4.78481010084787,28.480451004768444,0.0
LT 138 kV BERTIOGA II / VIC. CARVALHO C 2 SP,1995,0.19528748228586998,66.53661055751984,4.785102442059292,28.482999518135,0.0
LT 138 kV BERTIOGA II / VIC. CARVALHO C 3 SP,1995,0.15474249288410435,69.68782473333361,4.7696010580402435,25.387831715742045,0.0
LT 138 kV BERTIOGA II / VIC. CARVALHO C 4 SP,1995,0.1547623571118284,69.68465244194871,4.770521416666067,25.39006378427339,0.0
LT 138 kV BIOPAV / N.AVANHANDAVA C 1 SP,1995,59.62846107419526,3.172928397212289,17.920206228654852,19.2784042999376,0.0
LT 138 kV BIOPAV / PROMISSAO C 1 SP,1995,70.2799696095422,5.619453865596711,13.75997497256417,10.340601552296913,0.0
LT 138 kV BOM JARDIM / BRA. PAULISTA C 1 SP,1995,31.719392980843356,19.860526503101088,39.81388654643547,8.606193969620088,0.0
LT 138 kV BOM JARDIM / BRA. PAULISTA C 2 SP,1995,31.718408991377554,19.862815379251355,39.81231367997655,8.606461949394546,0.0
LT 138 kV BORBOREMA / IBITINGA C 1 SP,1995,54.08651126109393,5.493447934942251,32.41194858929153,8.008092214672283,0.0
LT 138 kV BOTUCATU / TIETE C 1 SP,1995,66.85708145039506,14.932710199865912,14.650742595903138,3.559465753835886,0.0
LT 138 kV BOTUCATU / TIETE C 2 SP,1995,66.85596222268049,14.93329191541347,14.651067077017318,3.559678784888724,0.0
LT 138 kV BRANCO PERES / FLOR.PAULISTA C 1 SP,1995,83.38332014637524,2.822915636435565,12.917861734744339,0.875902482444862,0.0
LT 138 kV BRANCO PERES / VALPARAISO C 1 SP,1995,82.06304137924822,3.844657681658151,13.29333019947243,0.7989707396212014,0.0
LT 138 kV CABREUVA / MAIRIPORA C 1 SP,1995,13.121434480968578,55.85953680021197,23.876797291962948,7.142231426856503,0.0
LT 138 kV CABREUVA / TERMOVERDE C 1 SP,1995,16.55748955019028,51.85370035329484,23.824410847930718,7.764399248584163,0.0
LT 138 kV CACONDE / E.CUNHA C 1 SP,1995,54.351324672165276,19.877879713623173,21.59475277308644,4.17604284112511,0.0
LT 138 kV CACONDE / E.CUNHA C 2 SP,1995,54.35481305438078,19.875915391045073,21.59309230634879,4.176179248225358,0.0
LT 138 kV CAPAO BONITO / ITAPEVA C 1 SP,1995,44.82946372341091,22.003076338503583,31.05611908321346,2.111340854872042,0.0
LT 138 kV CAPAO BONITO / ITAPEVA C 2 SP,1995,44.82955908066527,22.001769016512114,31.057316910391062,2.111354992431556,0.0
LT 138 kV CAPIVARA / COCAL 2 C 1 SP,1995,65.42651187495258,5.918102031008928,20.433315628398717,8.22207046563978,0.0
LT 138 kV CARAGUATATUBA / UBATUBA 1 C 1 SP,1995,2.9094161980018627,65.2859782558222,12.04419628111302,19.76040926506291,0.0
LT 138 kV CARAGUATATUBA / UBATUBA 1 C 2 SP,1995,2.909533460029072,65.28843432630899,12.04231602613472,19.759716187527218,0.0
LT 138 kV CASTILHO 03 / TRES IRMAOS C 1 SP,1995,75.04453430383724,4.291043361883015,12.045444782937908,8.61897755134184,0.0
LT 138 kV CASTILHO 03 / TRES IRMAOS C 2 SP,1995,75.04637343716041,4.291880562917087,12.04723772683392,8.61450827308858,0.0
LT 138 kV CASTILHO 03 / TRES LAGOAS C 1 SP/MS,1995,61.567924281337326,7.699834670414646,8.587226288039465,22.14501476020856,0.0
LT 138 kV CASTILHO 03 / TRES LAGOAS C 2 SP/MS,1995,61.56915366747483,7.698876198899072,8.584676456087383,22.14729367753872,0.0
LT 138 kV CATANDUVA / BORBOREMA C 1 SP,1995,50.53552199357681,6.115742727220073,40.10197435688306,3.2467609223200555,0.0
LT 138 kV CATANDUVA / IBITINGA C 1 SP,1995,51.21369168163375,6.224492942833352,38.55391843713852,4.007896938394384,0.0
LT 138 kV CERQUILHO III / ITAPETININGA2 C 1 SP,1995,56.73687430179763,14.014029373367485,23.098534775162378,6.15056154967251,0.0
LT 138 kV CERQUILHO III / ITAPETININGA2 C 2 SP,1995,56.73406632807313,14.01496678633411,23.09996915891968,6.1509977266730775,0.0
LT 138 kV DRACENA / FLOR.PAULISTA C 1 SP,1995,84.12917059711991,2.439311984383605,11.608491414799587,1.823026003696898,0.0
LT 138 kV E.CUNHA / LIMOEIRO C 1 SP,1995,49.230352715600446,14.566462626536095,32.49504425402347,3.7081404038399848,0.0
LT 138 kV E.CUNHA / LIMOEIRO C 2 SP,1995,49.22949652030687,14.56815450134291,32.494695137332876,3.7076538410173465,0.0
LT 138 kV E.CUNHA / MOCOCA 4 C 1 SP,1995,53.03810439888598,13.769386972457454,29.205786386526093,3.9867222421304764,0.0
LT 138 kV E.CUNHA / MOCOCA 5 C 1 SP,1995,52.08646365242338,18.269432081990466,26.56525764120174,3.0788466243844113,0.0
LT 138 kV E.CUNHA / S.J.B.VISTAII C 1 SP,1995,51.21099577023162,12.894690222831235,32.464301743926555,3.430012263010591,0.0
LT 138 kV E.CUNHA / SAO JOAO C 1 SP,1995,51.256646006521166,12.626163969097906,32.79646329641923,3.3207267279616954,0.0
LT 138 kV ELDORADO ELK / ILHA SOLTEIRA C 1 MS/SP,1995,60.43197900065068,12.033023934431812,5.375383355824528,22.15961370909298,0.0
LT 138 kV ELDORADO ELK / ILHA SOLTEIRA C 2 MS/SP,1995,60.43544566183002,12.03412792419307,5.3752591057151315,22.15516730826177,0.0
LT 138 kV ELDORADO ELK / TRES LAGOAS C 1 MS,1995,54.309037304657544,13.21903917926345,4.1925277072433635,28.27939580883564,0.0
LT 138 kV ELDORADO ELK / V.CEL.PAPEL C 1 MS,1995,54.038164490464,13.291920855584861,3.3077512743039157,29.362163379647225,0.0
LT 138 kV EMBU-GUACU / MONGAGUA C 1 SP,1995,1.4598594464366277,76.0732441269354,15.203225941480975,7.263670485146995,0.0
LT 138 kV EMBU-GUACU / MONGAGUA C 2 SP,1995,1.458839713530169,76.08478837761594,15.194891504896106,7.2614804039577825,0.0
LT 138 kV FERRARI / LIMOEIRO C 1 SP,1995,40.20626681403013,14.543651381595497,42.93408805618306,2.3159937481913193,0.0
LT 138 kV FERRARI / P.FERREIRA C 1 SP,1995,38.388258395180884,14.20747495590242,44.10743169035178,3.296834958564915,0.0
LT 138 kV FLOR.PAULISTA / ALTA PAULISTA C 1 SP,1995,83.59790769539069,2.5928363388768325,12.60142143724111,1.2078345284913683,0.0
LT 138 kV FLOR.PAULISTA / ALTA PAULISTA C 2 SP,1995,83.60999300662662,2.5923318913771936,12.594678202315785,1.2029968996804006,0.0
LT 138 kV FLOR.PAULISTA / RIO VERMELHO C 1 SP,1995,84.22442050024273,4.115976179427274,10.587329841111485,1.0722734792185162,0.0
LT 138 kV FLOR.PAULISTA / TUPA C 1 SP,1995,80.25993373026922,3.7674196328379796,13.965844921416666,2.006801715476131,0.0
LT 138 kV FLOR.PAULISTA / TUPA C 2 SP,1995,80.2602943071321,3.767401346039456,13.965512372231274,2.0067919745971676,0.0
LT 138 kV FLOR.PAULISTA / UNIVALEM C 1 SP,1995,82.44336532758074,3.3089545966889213,13.539756151952195,0.7079239237781428,0.0
LT 138 kV GUARA. TANABI / S.J.RIO PRETO C 1 SP,1995,66.35670835530904,7.423576607453747,21.061329529777105,5.158385507460108,0.0
LT 138 kV GUARIROBA 1 / VOTUPORANGA 2 C 1 SP,1995,71.02314712591017,8.129133276831103,17.976499692064575,2.8712199051941543,0.0
LT 138 kV ILHA SOLTEIRA / INTERLAGOS ELK C 1 SP,1995,64.15264121492771,4.316828119430053,8.720756514927603,22.809774150714627,0.0
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 1 SP,1995,65.77753381863192,3.995240340691403,10.141021484777932,20.086204355898737,0.0
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,1995,65.77046702649194,3.9936775242764213,10.139162227774111,20.096693221457528,0.0
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,1995,69.81996341397625,4.464083412210708,9.262541502577205,16.453411671235834,0.0
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,1995,50.40606130572049,20.852741290261054,25.286351019670633,3.4548463843478174,0.0
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,1995,50.40299103042228,20.85144481978025,25.29024389019671,3.455320259600761,0.0
LT 138 kV ITAPEVA / ITARARE II C 1 SP,1995,42.93297327514581,21.37483042321122,33.74502942529059,1.9471668763523768,0.0
LT 138 kV ITAPEVA / ITARARE II C 2 SP,1995,42.931105184336,21.37279124025766,33.74862697205836,1.9474766033479811,0.0
LT 138 kV JALES / COL BOA HORA C 1 SP,1995,67.18646125084146,5.881277838041457,23.231148610234285,3.7011123008827953,0.0
LT 138 kV JALES / COL BOA HORA C 2 SP,1995,67.19339433411358,5.880912430275271,23.232576230626204,3.6931170049849475,0.0
LT 138 kV JALES / VALE DO PARANA C 1 SP,1995,76.32154583294466,5.164725308052613,15.611531626214031,2.902197232788685,0.0
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,1995,70.51139019659945,6.330185643789761,20.718291514874434,2.4401326447363565,0.0
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,1995,70.5113068494942,6.330294510503554,20.71815540963394,2.4402432303683015,0.0
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,1995,46.826235330507494,19.653123124063,26.60625321261921,6.914388332810291,0.0
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,1995,46.82606989322495,19.65298672416671,26.607208105340558,6.913735277267786,0.0
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,1995,36.87717331625183,8.280978335468522,48.3083878568814,6.533460491398243,0.0
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,1995,36.87596189381479,8.280239296663957,48.3083893224336,6.535409487087659,0.0
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,1995,40.78208078159871,14.803552743883408,42.05641844306951,2.357948031448372,0.0
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,1995,88.50862261877344,3.8764760032646755,6.249335354074418,1.365566023887456,0.0
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,1995,88.50843662597592,3.876679055912097,6.249588166867935,1.365296151244046,0.0
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,1995,83.57182512209533,4.6950458274348374,9.050084684703302,2.6830443657665257,0.0
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,1995,83.57012261130568,4.695458351747494,9.050421063952596,2.6839979729942343,0.0
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,1995,80.97760590411555,5.043673033756264,10.308367513963406,3.6703535481647753,0.0
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 2 SP,1995,80.9823625746219,5.043325449597853,10.306412817403306,3.6678991583769394,0.0
LT 138 kV MOCOCA 5 / ITAIPAVA C 1 SP,1995,51.48532690705164,25.02083286412468,21.833717458815993,1.6601227700076826,0.0
LT 138 kV MOGI GUACU I / MOGI MIRIM II C 1 SP,1995,33.48392278346671,7.452846038165718,45.95313902172176,13.110092156645809,0.0
LT 138 kV MOGI GUACU I / MOGI MIRIM II C 2 SP,1995,33.49187483350069,7.4466689891186295,45.94889239533597,13.112563782044713,0.0
LT 138 kV MOGI GUACU I / S.J.B.VISTAII C 1 SP,1995,46.452897119638116,12.400940609574285,34.62104025871522,6.52512201207238,0.0
LT 138 kV MOGI GUACU I / S.J.B.VISTAII C 2 SP,1995,46.45060952150489,12.400197396057788,34.6213924578936,6.527800624543725,0.0
LT 138 kV MOGI MIRIM 3 / JAGUARIUNA C 1 SP,1995,31.918397572579494,6.635201377279357,57.849598894877644,3.596802155263506,0.0
LT 138 kV MOGI MIRIM 3 / JAGUARIUNA C 2 SP,1995,31.919593189235908,6.634730291989302,57.849140149194874,3.596536369579916,0.0
LT 138 kV MOGI MIRIM 3 / MOGI GUACU I C 1 SP,1995,32.197528775736046,8.745991132914648,49.97525956313041,9.0812205282189,0.0
LT 138 kV MOGI MIRIM 3 / MOGI GUACU I C 2 SP,1995,32.19867172568542,8.750345317494771,49.9718108167534,9.079172140066413,0.0
LT 138 kV MOGI MIRIM 3 / MOGI MIRIM II C 1 SP,1995,31.03352953574254,9.334479798889985,50.06918502182459,9.562805643542884,0.0
LT 138 kV MOGI MIRIM 3 / MOGI MIRIM II C 2 SP,1995,31.034603851251077,9.336352365655097,50.0690122695265,9.560031513567324,0.0
LT 138 kV MOGI MIRIM 3 / S.J.B.VISTAII C 1 SP,1995,42.15506896765015,11.531762231706562,41.977113873940745,4.336054926702542,0.0
LT 138 kV MOGI MIRIM 3 / S.J.B.VISTAII C 2 SP,1995,42.155063944978984,11.528901744831265,41.977586780704044,4.338447529485706,0.0
LT 138 kV MOGI MIRIM II / BRA. PAULISTA C 1 SP,1995,41.289054230071066,12.24144507446762,41.27676708388452,5.19273361157679,0.0
LT 138 kV MOGI MIRIM II / BRA. PAULISTA C 2 SP,1995,41.289526656983455,12.241516946657743,41.276177611263414,5.192778785095393,0.0
LT 138 kV MONGAGUA / PERUIBE C 1 SP,1995,0.06761170473997148,72.9953701716994,10.612748954593352,16.324269168967277,0.0
LT 138 kV MONGAGUA / PERUIBE C 2 SP,1995,0.0677113284867281,72.99338431710264,10.614275264670232,16.324629089740398,0.0
LT 138 kV N.AVANHANDAVA / PROMISSAO C 1 SP,1995,69.04192556455187,5.358269328485902,13.915336223831808,11.684468883130416,0.0
LT 138 kV N.AVANHANDAVA / S.J.RIO PRETO C 1 SP,1995,67.82351423827932,6.6303344857374835,18.390188926186696,7.155962349796497,0.0
LT 138 kV N.AVANHANDAVA / S.J.RIO PRETO C 2 SP,1995,67.82323778974872,6.630504559043193,18.39066848654447,7.155589164663624,0.0
LT 138 kV PARAIBUNA / CARAGUATATUBA C 1 SP,1995,27.021892519075347,38.55380400758777,15.681558223933498,18.74274524940338,0.0
LT 138 kV PARAIBUNA / CARAGUATATUBA C 2 SP,1995,26.733284044389734,39.20725196823368,15.585850424444596,18.473613562931995,0.0
LT 138 kV PARAIBUNA / TAUBATE C 1 SP,1995,42.56923741511005,14.541134273047438,26.61927592649261,16.270352385349902,0.0
LT 138 kV PARAIBUNA / TAUBATE C 2 SP,1995,42.56783938292885,14.541102940264636,26.620220984883247,16.270836691923265,0.0
LT 138 kV PEDRANOPOLIS 01 / AGUA VERMELHA C 1 SP,1995,66.44420831243076,7.262790693411367,19.02067811710043,7.272322877057439,0.0
LT 138 kV PEDRANOPOLIS 01 / VOTUPORANGA 2 C 1 SP,1995,73.1444995508451,7.487204746699278,16.89473545153279,2.4735602509228434,0.0
LT 138 kV PERUIBE / REGISTRO C 1 SP,1995,2.562414104921331,63.23823192638568,30.741517256401917,3.4578367122910754,0.0
LT 138 kV PERUIBE / REGISTRO C 2 SP,1995,2.5627870833496047,63.23513131717719,30.7431627543378,3.458918845135405,0.0
LT 138 kV PIONEIROS 2 / INTERLAGOS ELK C 1 SP,1995,72.3739228344942,3.8639334151875384,7.9664510921123854,15.795692658205883,0.0
LT 138 kV PIONEIROS 2 / JALES C 1 SP,1995,75.86742950128016,4.9704640113951895,15.8978782770185,3.2642282103061557,0.0
LT 138 kV PORTO PRIMAVERA / IVINHEMA C 1 SP,1995,38.96612473317934,25.906881596442474,11.331714405290858,23.795279265087327,0.0
LT 138 kV PRE. PRUDENTE / CAPIVARA C 1 SP,1995,69.97549710169787,5.807069244063605,16.472548641999467,7.744885012239065,0.0
LT 138 kV PRE. PRUDENTE / COCAL 2 C 1 SP,1995,78.16610274775178,6.411322770245787,12.364765342280743,3.0578091397216953,0.0
LT 138 kV PROMISSAO / CATANDUVA C 1 SP,1995,62.758441870346054,7.537632134578884,23.06951863068402,6.634407364391039,0.0
LT 138 kV PROMISSAO / UT.CERRADINHO C 1 SP,1995,66.38736351018741,7.801600934324723,18.052600927497934,7.758434627989936,0.0
LT 138 kV REGISTRO / CAPAO BONITO C 1 SP,1995,20.742514710665656,49.877008117426904,27.718901090775738,1.661576081131697,0.0
LT 138 kV REGISTRO / CAPAO BONITO C 2 SP,1995,20.742445568169977,49.8783142424058,27.71757701007432,1.6616631793499064,0.0
LT 138 kV RIBEIRAOPRETO / P.FERREIRA C 1 SP,1995,50.93668878747278,20.90307144252777,24.814860366772734,3.345379403226707,0.0
LT 138 kV RIBEIRAOPRETO / P.FERREIRA C 2 SP,1995,50.93454581452823,20.901519773540702,24.81815616742672,3.3457782445043454,0.0
LT 138 kV RIO CLARO-I / LIMEIRA I C 1 SP,1995,47.040747442737,7.275659356629195,31.459374443308924,14.224218757324882,0.0
LT 138 kV RIO CLARO-I / LIMEIRA I C 2 SP,1995,47.04361199810566,7.275621638603253,31.452943962263266,14.227822401027819,0.0
LT 138 kV RIO PARDO / SAO SEBASTIAO C 1 SP,1995,1.5597003358305348,77.52849392921726,8.507259106174116,12.404546628778094,0.0
LT 138 kV RIO PARDO / SAO SEBASTIAO C 2 SP,1995,1.560144452079211,77.53067540129882,8.506450229645742,12.402729916976218,0.0
LT 138 kV RIO VERMELHO / DRACENA C 1 SP,1995,84.84582967188328,4.551457553423307,8.709002341634879,1.8937104330585341,0.0
LT 138 kV ROSANA / ALCIDIA C 1 SP,1995,65.2407592634117,9.7829866141276,21.116257800867196,3.859996321593506,0.0
LT 138 kV ROSANA / MIRANTE PAR 2 C 1 SP,1995,71.79307034891117,11.090354635765419,14.79771652268443,2.3188584926389804,0.0
LT 138 kV S.J.B.VISTAII / POCOS CALDAS C 1 SP/MG,1995,42.396113575759735,20.05587668103035,32.17168207814421,5.3763276650657055,0.0
LT 138 kV S.J.B.VISTAII / POCOS CALDAS C 2 SP/MG,1995,42.391710199828246,20.057840551521878,32.17287332444001,5.377575924209869,0.0
LT 138 kV S.J.B.VISTAII / SAO JOAO C 1 SP,1995,50.67187058565016,12.274691584091075,33.71783737404388,3.3356004562148813,0.0
