linha,scenario,date_range,limit_ms,days_exceeding,total_days,n_cells,pct
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP2-4.5,2041-2060,6.589606386444089,1472,7305,1,20.15
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP3-7.0,2021-2040,6.589606386444089,649,7305,1,8.88
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP3-7.0,2031-2050,6.589606386444089,788,7305,1,10.79
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP3-7.0,2041-2060,6.589606386444089,892,7305,1,12.21
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,historical,1995-2014,6.911595489695959,602,7305,3,8.24
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2021-2040,6.911595489695959,865,7305,3,11.84
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2031-2050,6.911595489695959,882,7305,3,12.07
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2041-2060,6.911595489695959,939,7305,3,12.85
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2021-2040,6.911595489695959,1172,7305,3,16.04
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2031-2050,6.911595489695959,1329,7305,3,18.19
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2041-2060,6.911595489695959,1446,7305,3,19.79
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2021-2040,6.911595489695959,855,7305,3,11.7
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2031-2050,6.911595489695959,1001,7305,3,13.7
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2041-2060,6.911595489695959,1083,7305,3,14.83
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,historical,1995-2014,7.090930845737457,472,7305,2,6.46
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2021-2040,7.090930845737457,715,7305,2,9.79
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2031-2050,7.090930845737457,734,7305,2,10.05
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2041-2060,7.090930845737457,791,7305,2,10.83
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2021-2040,7.090930845737457,894,7305,2,12.24
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2031-2050,7.090930845737457,938,7305,2,12.84
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2041-2060,7.090930845737457,1003,7305,2,13.73
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2021-2040,7.090930845737457,689,7305,2,9.43
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2031-2050,7.090930845737457,802,7305,2,10.98
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2041-2060,7.090930845737457,897,7305,2,12.28
LT 88 kV CANOAS II / DECASA C 1 SP,historical,1995-2014,7.121710892927057,366,7305,1,5.01
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2021-2040,7.121710892927057,551,7305,1,7.54
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2031-2050,7.121710892927057,571,7305,1,7.82
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2041-2060,7.121710892927057,631,7305,1,8.64
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2021-2040,7.121710892927057,745,7305,1,10.2
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2031-2050,7.121710892927057,797,7305,1,10.91
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2041-2060,7.121710892927057,858,7305,1,11.75
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2021-2040,7.121710892927057,560,7305,1,7.67
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2031-2050,7.121710892927057,664,7305,1,9.09
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2041-2060,7.121710892927057,732,7305,1,10.02
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,historical,1995-2014,7.121710892927057,366,7305,1,5.01
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2021-2040,7.121710892927057,551,7305,1,7.54
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2031-2050,7.121710892927057,571,7305,1,7.82
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2041-2060,7.121710892927057,631,7305,1,8.64
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2021-2040,7.121710892927057,745,7305,1,10.2
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2031-2050,7.121710892927057,797,7305,1,10.91
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2041-2060,7.121710892927057,858,7305,1,11.75
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2021-2040,7.121710892927057,560,7305,1,7.67
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2031-2050,7.121710892927057,664,7305,1,9.09
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2041-2060,7.121710892927057,732,7305,1,10.02
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,historical,1995-2014,6.680049915339789,554,7305,2,7.58
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2021-2040,6.680049915339789,718,7305,2,9.83
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2031-2050,6.680049915339789,769,7305,2,10.53
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2041-2060,6.680049915339789,779,7305,2,10.66
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2021-2040,6.680049915339789,1166,7305,2,15.96
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2031-2050,6.680049915339789,1374,7305,2,18.81
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2041-2060,6.680049915339789,1500,7305,2,20.53
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2021-2040,6.680049915339789,742,7305,2,10.16
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2031-2050,6.680049915339789,872,7305,2,11.94
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2041-2060,6.680049915339789,957,7305,2,13.1
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,historical,1995-2014,6.911595489695959,602,7305,3,8.24
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2021-2040,6.911595489695959,865,7305,3,11.84
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2031-2050,6.911595489695959,882,7305,3,12.07
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2041-2060,6.911595489695959,939,7305,3,12.85
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2021-2040,6.911595489695959,1172,7305,3,16.04
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2031-2050,6.911595489695959,1329,7305,3,18.19
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2041-2060,6.911595489695959,1446,7305,3,19.79
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2021-2040,6.911595489695959,855,7305,3,11.7
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2031-2050,6.911595489695959,1001,7305,3,13.7
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2041-2060,6.911595489695959,1083,7305,3,14.83
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,historical,1995-2014,7.121710892927057,366,7305,1,5.01
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2021-2040,7.121710892927057,551,7305,1,7.54
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2031-2050,7.121710892927057,571,7305,1,7.82
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2041-2060,7.121710892927057,631,7305,1,8.64
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2021-2040,7.121710892927057,745,7305,1,10.2
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2031-2050,7.121710892927057,797,7305,1,10.91
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2041-2060,7.121710892927057,858,7305,1,11.75
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2021-2040,7.121710892927057,560,7305,1,7.67
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2031-2050,7.121710892927057,664,7305,1,9.09
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2041-2060,7.121710892927057,732,7305,1,10.02
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,historical,1995-2014,7.121710892927057,366,7305,1,5.01
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2021-2040,7.121710892927057,551,7305,1,7.54
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2031-2050,7.121710892927057,571,7305,1,7.82
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2041-2060,7.121710892927057,631,7305,1,8.64
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2021-2040,7.121710892927057,745,7305,1,10.2
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2031-2050,7.121710892927057,797,7305,1,10.91
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2041-2060,7.121710892927057,858,7305,1,11.75
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2021-2040,7.121710892927057,560,7305,1,7.67
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2031-2050,7.121710892927057,664,7305,1,9.09
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2041-2060,7.121710892927057,732,7305,1,10.02
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,historical,1995-2014,6.775604868809778,366,7305,1,5.01
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2021-2040,6.775604868809778,369,7305,1,5.05
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2031-2050,6.775604868809778,402,7305,1,5.5
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2041-2060,6.775604868809778,300,7305,1,4.11
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2021-2040,6.775604868809778,454,7305,1,6.21
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2031-2050,6.775604868809778,523,7305,1,7.16
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2041-2060,6.775604868809778,584,7305,1,7.99
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2021-2040,6.775604868809778,386,7305,1,5.28
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2031-2050,6.775604868809778,423,7305,1,5.79
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2041-2060,6.775604868809778,429,7305,1,5.87
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,historical,1995-2014,6.331327666679116,366,7305,1,5.01
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2021-2040,6.331327666679116,503,7305,1,6.89
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2031-2050,6.331327666679116,524,7305,1,7.17
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2041-2060,6.331327666679116,536,7305,1,7.34
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2021-2040,6.331327666679116,740,7305,1,10.13
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2031-2050,6.331327666679116,881,7305,1,12.06
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2041-2060,6.331327666679116,952,7305,1,13.03
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2021-2040,6.331327666679116,465,7305,1,6.37
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2031-2050,6.331327666679116,534,7305,1,7.31
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2041-2060,6.331327666679116,596,7305,1,8.16
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,historical,1995-2014,6.331327666679116,366,7305,1,5.01
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2021-2040,6.331327666679116,503,7305,1,6.89
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2031-2050,6.331327666679116,524,7305,1,7.17
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2041-2060,6.331327666679116,536,7305,1,7.34
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2021-2040,6.331327666679116,740,7305,1,10.13
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2031-2050,6.331327666679116,881,7305,1,12.06
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2041-2060,6.331327666679116,952,7305,1,13.03
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2021-2040,6.331327666679116,465,7305,1,6.37
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2031-2050,6.331327666679116,534,7305,1,7.31
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2041-2060,6.331327666679116,596,7305,1,8.16
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,historical,1995-2014,6.35925158015552,460,7305,2,6.3
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2021-2040,6.35925158015552,686,7305,2,9.39
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2031-2050,6.35925158015552,732,7305,2,10.02
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2041-2060,6.35925158015552,787,7305,2,10.77
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2021-2040,6.35925158015552,1222,7305,2,16.73
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2031-2050,6.35925158015552,1450,7305,2,19.85
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2041-2060,6.35925158015552,1576,7305,2,21.57
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2021-2040,6.35925158015552,698,7305,2,9.56
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2031-2050,6.35925158015552,834,7305,2,11.42
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2041-2060,6.35925158015552,936,7305,2,12.81
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,historical,1995-2014,6.35925158015552,460,7305,2,6.3
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2021-2040,6.35925158015552,686,7305,2,9.39
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2031-2050,6.35925158015552,732,7305,2,10.02
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2041-2060,6.35925158015552,787,7305,2,10.77
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2021-2040,6.35925158015552,1222,7305,2,16.73
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2031-2050,6.35925158015552,1450,7305,2,19.85
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2041-2060,6.35925158015552,1576,7305,2,21.57
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2021-2040,6.35925158015552,698,7305,2,9.56
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2031-2050,6.35925158015552,834,7305,2,11.42
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2041-2060,6.35925158015552,936,7305,2,12.81
LT 88 kV OURINHOS / CHAVANTES C 1 SP,historical,1995-2014,7.121710892927057,366,7305,1,5.01
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2021-2040,7.121710892927057,551,7305,1,7.54
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2031-2050,7.121710892927057,571,7305,1,7.82
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2041-2060,7.121710892927057,631,7305,1,8.64
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2021-2040,7.121710892927057,745,7305,1,10.2
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2031-2050,7.121710892927057,797,7305,1,10.91
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2041-2060,7.121710892927057,858,7305,1,11.75
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2021-2040,7.121710892927057,560,7305,1,7.67
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2031-2050,7.121710892927057,664,7305,1,9.09
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2041-2060,7.121710892927057,732,7305,1,10.02
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,historical,1995-2014,7.310817790775036,656,7305,3,8.98
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2021-2040,7.310817790775036,847,7305,3,11.59
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2031-2050,7.310817790775036,868,7305,3,11.88
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2041-2060,7.310817790775036,940,7305,3,12.87
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP2-4.5,2021-2040,7.310817790775036,983,7305,3,13.46
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP2-4.5,2031-2050,7.310817790775036,1052,7305,3,14.4
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP2-4.5,2041-2060,7.310817790775036,1105,7305,3,15.13
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP3-7.0,2021-2040,7.310817790775036,793,7305,3,10.86
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP3-7.0,2031-2050,7.310817790775036,907,7305,3,12.42
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP3-7.0,2041-2060,7.310817790775036,996,7305,3,13.63
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,historical,1995-2014,7.310817790775036,656,7305,3,8.98
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP1-2.6,2021-2040,7.310817790775036,847,7305,3,11.59
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP1-2.6,2031-2050,7.310817790775036,868,7305,3,11.88
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP1-2.6,2041-2060,7.310817790775036,940,7305,3,12.87
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP2-4.5,2021-2040,7.310817790775036,983,7305,3,13.46
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP2-4.5,2031-2050,7.310817790775036,1052,7305,3,14.4
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP2-4.5,2041-2060,7.310817790775036,1105,7305,3,15.13
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP3-7.0,2021-2040,7.310817790775036,793,7305,3,10.86
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP3-7.0,2031-2050,7.310817790775036,907,7305,3,12.42
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP3-7.0,2041-2060,7.310817790775036,996,7305,3,13.63
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,historical,1995-2014,7.671902729952635,366,7305,1,5.01
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP1-2.6,2021-2040,7.671902729952635,515,7305,1,7.05
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP1-2.6,2031-2050,7.671902729952635,518,7305,1,7.09
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP1-2.6,2041-2060,7.671902729952635,581,7305,1,7.95
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP2-4.5,2021-2040,7.671902729952635,603,7305,1,8.25
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP2-4.5,2031-2050,7.671902729952635,640,7305,1,8.76
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP2-4.5,2041-2060,7.671902729952635,696,7305,1,9.53
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP3-7.0,2021-2040,7.671902729952635,459,7305,1,6.28
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP3-7.0,2031-2050,7.671902729952635,527,7305,1,7.21
