linha,scenario,date_range,limit_ms,days_exceeding,total_days,n_cells,pct
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP3-7.0,2031-2050,7.654868297102005,200,7305,1,2.74
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP3-7.0,2041-2060,7.654868297102005,240,7305,1,3.29
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,historical,1995-2014,8.025037679664951,129,7305,3,1.77
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2021-2040,8.025037679664951,218,7305,3,2.98
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2031-2050,8.025037679664951,227,7305,3,3.11
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2041-2060,8.025037679664951,257,7305,3,3.52
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2021-2040,8.025037679664951,360,7305,3,4.93
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2031-2050,8.025037679664951,404,7305,3,5.53
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2041-2060,8.025037679664951,447,7305,3,6.12
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2021-2040,8.025037679664951,209,7305,3,2.86
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2031-2050,8.025037679664951,262,7305,3,3.59
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2041-2060,8.025037679664951,302,7305,3,4.13
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,historical,1995-2014,8.211211264133453,94,7305,2,1.29
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2021-2040,8.211211264133453,177,7305,2,2.42
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2031-2050,8.211211264133453,189,7305,2,2.59
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2041-2060,8.211211264133453,227,7305,2,3.11
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2021-2040,8.211211264133453,235,7305,2,3.22
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2031-2050,8.211211264133453,262,7305,2,3.59
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2041-2060,8.211211264133453,308,7305,2,4.22
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2021-2040,8.211211264133453,174,7305,2,2.38
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2031-2050,8.211211264133453,213,7305,2,2.92
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2041-2060,8.211211264133453,251,7305,2,3.44
LT 88 kV CANOAS II / DECASA C 1 SP,historical,1995-2014,8.211374878883362,74,7305,1,1.01
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2021-2040,8.211374878883362,134,7305,1,1.83
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2031-2050,8.211374878883362,141,7305,1,1.93
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2041-2060,8.211374878883362,172,7305,1,2.35
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2021-2040,8.211374878883362,197,7305,1,2.7
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2031-2050,8.211374878883362,225,7305,1,3.08
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2041-2060,8.211374878883362,261,7305,1,3.57
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2021-2040,8.211374878883362,137,7305,1,1.88
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2031-2050,8.211374878883362,169,7305,1,2.31
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2041-2060,8.211374878883362,202,7305,1,2.77
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,historical,1995-2014,8.211374878883362,74,7305,1,1.01
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2021-2040,8.211374878883362,134,7305,1,1.83
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2031-2050,8.211374878883362,141,7305,1,1.93
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2041-2060,8.211374878883362,172,7305,1,2.35
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2021-2040,8.211374878883362,197,7305,1,2.7
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2031-2050,8.211374878883362,225,7305,1,3.08
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2041-2060,8.211374878883362,261,7305,1,3.57
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2021-2040,8.211374878883362,137,7305,1,1.88
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2031-2050,8.211374878883362,169,7305,1,2.31
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2041-2060,8.211374878883362,202,7305,1,2.77
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,historical,1995-2014,7.7752790099272975,120,7305,2,1.64
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2021-2040,7.7752790099272975,179,7305,2,2.45
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2031-2050,7.7752790099272975,195,7305,2,2.67
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2041-2060,7.7752790099272975,202,7305,2,2.77
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2021-2040,7.7752790099272975,367,7305,2,5.02
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2031-2050,7.7752790099272975,458,7305,2,6.27
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2041-2060,7.7752790099272975,506,7305,2,6.93
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2021-2040,7.7752790099272975,197,7305,2,2.7
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2031-2050,7.7752790099272975,229,7305,2,3.13
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2041-2060,7.7752790099272975,256,7305,2,3.5
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,historical,1995-2014,8.025037679664951,129,7305,3,1.77
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2021-2040,8.025037679664951,218,7305,3,2.98
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2031-2050,8.025037679664951,227,7305,3,3.11
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2041-2060,8.025037679664951,257,7305,3,3.52
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2021-2040,8.025037679664951,360,7305,3,4.93
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2031-2050,8.025037679664951,404,7305,3,5.53
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2041-2060,8.025037679664951,447,7305,3,6.12
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2021-2040,8.025037679664951,209,7305,3,2.86
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2031-2050,8.025037679664951,262,7305,3,3.59
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2041-2060,8.025037679664951,302,7305,3,4.13
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,historical,1995-2014,8.211374878883362,74,7305,1,1.01
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2021-2040,8.211374878883362,134,7305,1,1.83
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2031-2050,8.211374878883362,141,7305,1,1.93
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2041-2060,8.211374878883362,172,7305,1,2.35
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2021-2040,8.211374878883362,197,7305,1,2.7
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2031-2050,8.211374878883362,225,7305,1,3.08
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2041-2060,8.211374878883362,261,7305,1,3.57
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2021-2040,8.211374878883362,137,7305,1,1.88
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2031-2050,8.211374878883362,169,7305,1,2.31
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2041-2060,8.211374878883362,202,7305,1,2.77
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,historical,1995-2014,8.211374878883362,74,7305,1,1.01
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2021-2040,8.211374878883362,134,7305,1,1.83
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2031-2050,8.211374878883362,141,7305,1,1.93
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2041-2060,8.211374878883362,172,7305,1,2.35
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2021-2040,8.211374878883362,197,7305,1,2.7
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2031-2050,8.211374878883362,225,7305,1,3.08
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2041-2060,8.211374878883362,261,7305,1,3.57
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2021-2040,8.211374878883362,137,7305,1,1.88
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2031-2050,8.211374878883362,169,7305,1,2.31
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2041-2060,8.211374878883362,202,7305,1,2.77
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,historical,1995-2014,7.902101889505194,74,7305,1,1.01
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2021-2040,7.902101889505194,88,7305,1,1.2
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2031-2050,7.902101889505194,102,7305,1,1.4
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2041-2060,7.902101889505194,74,7305,1,1.01
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2021-2040,7.902101889505194,114,7305,1,1.56
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2031-2050,7.902101889505194,132,7305,1,1.81
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2041-2060,7.902101889505194,163,7305,1,2.23
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2021-2040,7.902101889505194,101,7305,1,1.38
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2031-2050,7.902101889505194,99,7305,1,1.36
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2041-2060,7.902101889505194,100,7305,1,1.37
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,historical,1995-2014,7.283982301422439,74,7305,1,1.01
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2021-2040,7.283982301422439,107,7305,1,1.46
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2031-2050,7.283982301422439,114,7305,1,1.56
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2041-2060,7.283982301422439,122,7305,1,1.67
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2021-2040,7.283982301422439,173,7305,1,2.37
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2031-2050,7.283982301422439,215,7305,1,2.94
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2041-2060,7.283982301422439,246,7305,1,3.37
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2021-2040,7.283982301422439,115,7305,1,1.57
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2031-2050,7.283982301422439,128,7305,1,1.75
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2041-2060,7.283982301422439,139,7305,1,1.9
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,historical,1995-2014,7.283982301422439,74,7305,1,1.01
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2021-2040,7.283982301422439,107,7305,1,1.46
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2031-2050,7.283982301422439,114,7305,1,1.56
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2041-2060,7.283982301422439,122,7305,1,1.67
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2021-2040,7.283982301422439,173,7305,1,2.37
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2031-2050,7.283982301422439,215,7305,1,2.94
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2041-2060,7.283982301422439,246,7305,1,3.37
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2021-2040,7.283982301422439,115,7305,1,1.57
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2031-2050,7.283982301422439,128,7305,1,1.75
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2041-2060,7.283982301422439,139,7305,1,1.9
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,historical,1995-2014,7.322479961761051,106,7305,2,1.45
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2021-2040,7.322479961761051,161,7305,2,2.2
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2031-2050,7.322479961761051,177,7305,2,2.42
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2041-2060,7.322479961761051,204,7305,2,2.79
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2021-2040,7.322479961761051,356,7305,2,4.87
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2031-2050,7.322479961761051,469,7305,2,6.42
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2041-2060,7.322479961761051,539,7305,2,7.38
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2021-2040,7.322479961761051,190,7305,2,2.6
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2031-2050,7.322479961761051,216,7305,2,2.96
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2041-2060,7.322479961761051,251,7305,2,3.44
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,historical,1995-2014,7.322479961761051,106,7305,2,1.45
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2021-2040,7.322479961761051,161,7305,2,2.2
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2031-2050,7.322479961761051,177,7305,2,2.42
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2041-2060,7.322479961761051,204,7305,2,2.79
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2021-2040,7.322479961761051,356,7305,2,4.87
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2031-2050,7.322479961761051,469,7305,2,6.42
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2041-2060,7.322479961761051,539,7305,2,7.38
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2021-2040,7.322479961761051,190,7305,2,2.6
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2031-2050,7.322479961761051,216,7305,2,2.96
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2041-2060,7.322479961761051,251,7305,2,3.44
LT 88 kV OURINHOS / CHAVANTES C 1 SP,historical,1995-2014,8.211374878883362,74,7305,1,1.01
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2021-2040,8.211374878883362,134,7305,1,1.83
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2031-2050,8.211374878883362,141,7305,1,1.93
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2041-2060,8.211374878883362,172,7305,1,2.35
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2021-2040,8.211374878883362,197,7305,1,2.7
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2031-2050,8.211374878883362,225,7305,1,3.08
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2041-2060,8.211374878883362,261,7305,1,3.57
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2021-2040,8.211374878883362,137,7305,1,1.88
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2031-2050,8.211374878883362,169,7305,1,2.31
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2041-2060,8.211374878883362,202,7305,1,2.77
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,historical,1995-2014,8.492564668223721,136,7305,3,1.86
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2021-2040,8.492564668223721,235,7305,3,3.22
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2031-2050,8.492564668223721,236,7305,3,3.23
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2041-2060,8.492564668223721,288,7305,3,3.94
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP2-4.5,2021-2040,8.492564668223721,302,7305,3,4.13
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP2-4.5,2031-2050,8.492564668223721,326,7305,3,4.46
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP2-4.5,2041-2060,8.492564668223721,379,7305,3,5.19
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP3-7.0,2021-2040,8.492564668223721,203,7305,3,2.78
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP3-7.0,2031-2050,8.492564668223721,250,7305,3,3.42
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP3-7.0,2041-2060,8.492564668223721,304,7305,3,4.16
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,historical,1995-2014,8.492564668223721,136,7305,3,1.86
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP1-2.6,2021-2040,8.492564668223721,235,7305,3,3.22
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP1-2.6,2031-2050,8.492564668223721,236,7305,3,3.23
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP1-2.6,2041-2060,8.492564668223721,288,7305,3,3.94
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP2-4.5,2021-2040,8.492564668223721,302,7305,3,4.13
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP2-4.5,2031-2050,8.492564668223721,326,7305,3,4.46
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP2-4.5,2041-2060,8.492564668223721,379,7305,3,5.19
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP3-7.0,2021-2040,8.492564668223721,203,7305,3,2.78
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP3-7.0,2031-2050,8.492564668223721,250,7305,3,3.42
LT 88 kV PAR.PAULISTA2 / ASSIS C 2 SP,SSP3-7.0,2041-2060,8.492564668223721,304,7305,3,4.16
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,historical,1995-2014,8.999531096925901,74,7305,1,1.01
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP1-2.6,2021-2040,8.999531096925901,101,7305,1,1.38
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP1-2.6,2031-2050,8.999531096925901,122,7305,1,1.67
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP1-2.6,2041-2060,8.999531096925901,147,7305,1,2.01
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP2-4.5,2021-2040,8.999531096925901,160,7305,1,2.19
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP2-4.5,2031-2050,8.999531096925901,150,7305,1,2.05
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP2-4.5,2041-2060,8.999531096925901,179,7305,1,2.45
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP3-7.0,2021-2040,8.999531096925901,96,7305,1,1.31
LT 88 kV PRE. PRUDENTE / PAR.PAULISTA2 C 1 SP,SSP3-7.0,2031-2050,8.999531096925901,119,7305,1,1.63
