linha,scenario,date_range,limit_ms,days_exceeding,total_days,n_cells,pct
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 1 SP,SSP3-7.0,2041-2060,6.9595224342596085,1106,7305,2,15.14
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,historical,1995-2014,6.9595224342596085,972,7305,2,13.31
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP1-2.6,2021-2040,6.9595224342596085,1010,7305,2,13.83
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP1-2.6,2031-2050,6.9595224342596085,1012,7305,2,13.85
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP1-2.6,2041-2060,6.9595224342596085,1088,7305,2,14.89
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP2-4.5,2021-2040,6.9595224342596085,1084,7305,2,14.84
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP2-4.5,2031-2050,6.9595224342596085,1126,7305,2,15.41
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP2-4.5,2041-2060,6.9595224342596085,1167,7305,2,15.98
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP3-7.0,2021-2040,6.9595224342596085,986,7305,2,13.5
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP3-7.0,2031-2050,6.9595224342596085,1045,7305,2,14.31
LT 138 kV ILHA SOLTEIRA / TRES IRMAOS C 2 SP,SSP3-7.0,2041-2060,6.9595224342596085,1106,7305,2,15.14
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,historical,1995-2014,6.9595224342596085,972,7305,2,13.31
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP1-2.6,2021-2040,6.9595224342596085,1010,7305,2,13.83
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP1-2.6,2031-2050,6.9595224342596085,1012,7305,2,13.85
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP1-2.6,2041-2060,6.9595224342596085,1088,7305,2,14.89
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP2-4.5,2021-2040,6.9595224342596085,1084,7305,2,14.84
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP2-4.5,2031-2050,6.9595224342596085,1126,7305,2,15.41
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP2-4.5,2041-2060,6.9595224342596085,1167,7305,2,15.98
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP3-7.0,2021-2040,6.9595224342596085,986,7305,2,13.5
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP3-7.0,2031-2050,6.9595224342596085,1045,7305,2,14.31
LT 138 kV ILHA SOLTEIRA / VALE DO PARANA C 1 SP,SSP3-7.0,2041-2060,6.9595224342596085,1106,7305,2,15.14
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,historical,1995-2014,6.269565748606484,731,7305,1,10.01
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP1-2.6,2021-2040,6.269565748606484,707,7305,1,9.68
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP1-2.6,2031-2050,6.269565748606484,755,7305,1,10.34
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP1-2.6,2041-2060,6.269565748606484,572,7305,1,7.83
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP2-4.5,2021-2040,6.269565748606484,828,7305,1,11.33
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP2-4.5,2031-2050,6.269565748606484,954,7305,1,13.06
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP2-4.5,2041-2060,6.269565748606484,1074,7305,1,14.7
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP3-7.0,2021-2040,6.269565748606484,697,7305,1,9.54
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP3-7.0,2031-2050,6.269565748606484,777,7305,1,10.64
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 1 SP,SSP3-7.0,2041-2060,6.269565748606484,828,7305,1,11.33
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,historical,1995-2014,6.269565748606484,731,7305,1,10.01
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP1-2.6,2021-2040,6.269565748606484,707,7305,1,9.68
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP1-2.6,2031-2050,6.269565748606484,755,7305,1,10.34
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP1-2.6,2041-2060,6.269565748606484,572,7305,1,7.83
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP2-4.5,2021-2040,6.269565748606484,828,7305,1,11.33
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP2-4.5,2031-2050,6.269565748606484,954,7305,1,13.06
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP2-4.5,2041-2060,6.269565748606484,1074,7305,1,14.7
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP3-7.0,2021-2040,6.269565748606484,697,7305,1,9.54
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP3-7.0,2031-2050,6.269565748606484,777,7305,1,10.64
LT 138 kV ITAPETININGA2 / CAPAO BONITO C 2 SP,SSP3-7.0,2041-2060,6.269565748606484,828,7305,1,11.33
LT 138 kV ITAPEVA / ITARARE II C 1 SP,historical,1995-2014,5.9786605854684,731,7305,1,10.01
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP1-2.6,2021-2040,5.9786605854684,756,7305,1,10.35
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP1-2.6,2031-2050,5.9786605854684,767,7305,1,10.5
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP1-2.6,2041-2060,5.9786605854684,666,7305,1,9.12
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP2-4.5,2021-2040,5.9786605854684,874,7305,1,11.96
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP2-4.5,2031-2050,5.9786605854684,996,7305,1,13.63
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP2-4.5,2041-2060,5.9786605854684,1148,7305,1,15.72
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP3-7.0,2021-2040,5.9786605854684,763,7305,1,10.44
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP3-7.0,2031-2050,5.9786605854684,867,7305,1,11.87
LT 138 kV ITAPEVA / ITARARE II C 1 SP,SSP3-7.0,2041-2060,5.9786605854684,884,7305,1,12.1
LT 138 kV ITAPEVA / ITARARE II C 2 SP,historical,1995-2014,5.9786605854684,731,7305,1,10.01
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP1-2.6,2021-2040,5.9786605854684,756,7305,1,10.35
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP1-2.6,2031-2050,5.9786605854684,767,7305,1,10.5
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP1-2.6,2041-2060,5.9786605854684,666,7305,1,9.12
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP2-4.5,2021-2040,5.9786605854684,874,7305,1,11.96
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP2-4.5,2031-2050,5.9786605854684,996,7305,1,13.63
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP2-4.5,2041-2060,5.9786605854684,1148,7305,1,15.72
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP3-7.0,2021-2040,5.9786605854684,763,7305,1,10.44
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP3-7.0,2031-2050,5.9786605854684,867,7305,1,11.87
LT 138 kV ITAPEVA / ITARARE II C 2 SP,SSP3-7.0,2041-2060,5.9786605854684,884,7305,1,12.1
LT 138 kV JALES / COL BOA HORA C 1 SP,historical,1995-2014,6.890396045095273,908,7305,2,12.43
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP1-2.6,2021-2040,6.890396045095273,915,7305,2,12.53
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP1-2.6,2031-2050,6.890396045095273,927,7305,2,12.69
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP1-2.6,2041-2060,6.890396045095273,1008,7305,2,13.8
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP2-4.5,2021-2040,6.890396045095273,1000,7305,2,13.69
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP2-4.5,2031-2050,6.890396045095273,1028,7305,2,14.07
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP2-4.5,2041-2060,6.890396045095273,1019,7305,2,13.95
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP3-7.0,2021-2040,6.890396045095273,907,7305,2,12.42
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP3-7.0,2031-2050,6.890396045095273,932,7305,2,12.76
LT 138 kV JALES / COL BOA HORA C 1 SP,SSP3-7.0,2041-2060,6.890396045095273,992,7305,2,13.58
LT 138 kV JALES / COL BOA HORA C 2 SP,historical,1995-2014,6.890396045095273,908,7305,2,12.43
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP1-2.6,2021-2040,6.890396045095273,915,7305,2,12.53
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP1-2.6,2031-2050,6.890396045095273,927,7305,2,12.69
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP1-2.6,2041-2060,6.890396045095273,1008,7305,2,13.8
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP2-4.5,2021-2040,6.890396045095273,1000,7305,2,13.69
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP2-4.5,2031-2050,6.890396045095273,1028,7305,2,14.07
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP2-4.5,2041-2060,6.890396045095273,1019,7305,2,13.95
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP3-7.0,2021-2040,6.890396045095273,907,7305,2,12.42
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP3-7.0,2031-2050,6.890396045095273,932,7305,2,12.76
LT 138 kV JALES / COL BOA HORA C 2 SP,SSP3-7.0,2041-2060,6.890396045095273,992,7305,2,13.58
LT 138 kV JALES / VALE DO PARANA C 1 SP,historical,1995-2014,6.9595224342596085,972,7305,2,13.31
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP1-2.6,2021-2040,6.9595224342596085,1010,7305,2,13.83
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP1-2.6,2031-2050,6.9595224342596085,1012,7305,2,13.85
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP1-2.6,2041-2060,6.9595224342596085,1088,7305,2,14.89
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP2-4.5,2021-2040,6.9595224342596085,1084,7305,2,14.84
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP2-4.5,2031-2050,6.9595224342596085,1126,7305,2,15.41
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP2-4.5,2041-2060,6.9595224342596085,1167,7305,2,15.98
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP3-7.0,2021-2040,6.9595224342596085,986,7305,2,13.5
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP3-7.0,2031-2050,6.9595224342596085,1045,7305,2,14.31
LT 138 kV JALES / VALE DO PARANA C 1 SP,SSP3-7.0,2041-2060,6.9595224342596085,1106,7305,2,15.14
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,historical,1995-2014,6.890396045095273,908,7305,2,12.43
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP1-2.6,2021-2040,6.890396045095273,915,7305,2,12.53
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP1-2.6,2031-2050,6.890396045095273,927,7305,2,12.69
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP1-2.6,2041-2060,6.890396045095273,1008,7305,2,13.8
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP2-4.5,2021-2040,6.890396045095273,1000,7305,2,13.69
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP2-4.5,2031-2050,6.890396045095273,1028,7305,2,14.07
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP2-4.5,2041-2060,6.890396045095273,1019,7305,2,13.95
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP3-7.0,2021-2040,6.890396045095273,907,7305,2,12.42
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP3-7.0,2031-2050,6.890396045095273,932,7305,2,12.76
LT 138 kV JALES / VOTUPORANGA 2 C 1 SP,SSP3-7.0,2041-2060,6.890396045095273,992,7305,2,13.58
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,historical,1995-2014,6.890396045095273,908,7305,2,12.43
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP1-2.6,2021-2040,6.890396045095273,915,7305,2,12.53
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP1-2.6,2031-2050,6.890396045095273,927,7305,2,12.69
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP1-2.6,2041-2060,6.890396045095273,1008,7305,2,13.8
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP2-4.5,2021-2040,6.890396045095273,1000,7305,2,13.69
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP2-4.5,2031-2050,6.890396045095273,1028,7305,2,14.07
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP2-4.5,2041-2060,6.890396045095273,1019,7305,2,13.95
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP3-7.0,2021-2040,6.890396045095273,907,7305,2,12.42
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP3-7.0,2031-2050,6.890396045095273,932,7305,2,12.76
LT 138 kV JALES / VOTUPORANGA 2 C 2 SP,SSP3-7.0,2041-2060,6.890396045095273,992,7305,2,13.58
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,historical,1995-2014,6.223814528249488,1308,7305,3,17.91
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP1-2.6,2021-2040,6.223814528249488,1539,7305,3,21.07
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP1-2.6,2031-2050,6.223814528249488,1574,7305,3,21.55
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP1-2.6,2041-2060,6.223814528249488,1532,7305,3,20.97
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP2-4.5,2021-2040,6.223814528249488,1943,7305,3,26.6
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP2-4.5,2031-2050,6.223814528249488,2103,7305,3,28.79
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP2-4.5,2041-2060,6.223814528249488,2251,7305,3,30.81
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP3-7.0,2021-2040,6.223814528249488,1579,7305,3,21.62
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP3-7.0,2031-2050,6.223814528249488,1737,7305,3,23.78
LT 138 kV JURUMIRIM / CAPAO BONITO C 1 SP,SSP3-7.0,2041-2060,6.223814528249488,1820,7305,3,24.91
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,historical,1995-2014,6.223814528249488,1308,7305,3,17.91
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP1-2.6,2021-2040,6.223814528249488,1539,7305,3,21.07
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP1-2.6,2031-2050,6.223814528249488,1574,7305,3,21.55
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP1-2.6,2041-2060,6.223814528249488,1532,7305,3,20.97
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP2-4.5,2021-2040,6.223814528249488,1943,7305,3,26.6
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP2-4.5,2031-2050,6.223814528249488,2103,7305,3,28.79
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP2-4.5,2041-2060,6.223814528249488,2251,7305,3,30.81
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP3-7.0,2021-2040,6.223814528249488,1579,7305,3,21.62
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP3-7.0,2031-2050,6.223814528249488,1737,7305,3,23.78
LT 138 kV JURUMIRIM / CAPAO BONITO C 2 SP,SSP3-7.0,2041-2060,6.223814528249488,1820,7305,3,24.91
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,historical,1995-2014,5.743293416654635,1049,7305,2,14.36
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP1-2.6,2021-2040,5.743293416654635,1368,7305,2,18.73
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP1-2.6,2031-2050,5.743293416654635,1474,7305,2,20.18
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP1-2.6,2041-2060,5.743293416654635,1577,7305,2,21.59
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP2-4.5,2021-2040,5.743293416654635,2206,7305,2,30.2
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP2-4.5,2031-2050,5.743293416654635,2556,7305,2,34.99
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP2-4.5,2041-2060,5.743293416654635,2689,7305,2,36.81
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP3-7.0,2021-2040,5.743293416654635,1541,7305,2,21.1
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP3-7.0,2031-2050,5.743293416654635,1754,7305,2,24.01
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 1 SP,SSP3-7.0,2041-2060,5.743293416654635,1970,7305,2,26.97
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,historical,1995-2014,5.743293416654635,1049,7305,2,14.36
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP1-2.6,2021-2040,5.743293416654635,1368,7305,2,18.73
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP1-2.6,2031-2050,5.743293416654635,1474,7305,2,20.18
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP1-2.6,2041-2060,5.743293416654635,1577,7305,2,21.59
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP2-4.5,2021-2040,5.743293416654635,2206,7305,2,30.2
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP2-4.5,2031-2050,5.743293416654635,2556,7305,2,34.99
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP2-4.5,2041-2060,5.743293416654635,2689,7305,2,36.81
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP3-7.0,2021-2040,5.743293416654635,1541,7305,2,21.1
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP3-7.0,2031-2050,5.743293416654635,1754,7305,2,24.01
LT 138 kV LIMEIRA I / MOGI MIRIM 3 C 2 SP,SSP3-7.0,2041-2060,5.743293416654635,1970,7305,2,26.97
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,historical,1995-2014,5.533748360035875,731,7305,1,10.01
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP1-2.6,2021-2040,5.533748360035875,1009,7305,1,13.81
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP1-2.6,2031-2050,5.533748360035875,1068,7305,1,14.62
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP1-2.6,2041-2060,5.533748360035875,1140,7305,1,15.61
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP2-4.5,2021-2040,5.533748360035875,1516,7305,1,20.75
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP2-4.5,2031-2050,5.533748360035875,1734,7305,1,23.74
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP2-4.5,2041-2060,5.533748360035875,1802,7305,1,24.67
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP3-7.0,2021-2040,5.533748360035875,1095,7305,1,14.99
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP3-7.0,2031-2050,5.533748360035875,1262,7305,1,17.28
LT 138 kV LIMOEIRO / SAO LUIZ C 1 SP,SSP3-7.0,2041-2060,5.533748360035875,1416,7305,1,19.38
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,historical,1995-2014,6.973163890838623,1109,7305,4,15.18
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP1-2.6,2021-2040,6.973163890838623,1274,7305,4,17.44
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP1-2.6,2031-2050,6.973163890838623,1298,7305,4,17.77
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP1-2.6,2041-2060,6.973163890838623,1329,7305,4,18.19
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP2-4.5,2021-2040,6.973163890838623,1362,7305,4,18.64
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP2-4.5,2031-2050,6.973163890838623,1448,7305,4,19.82
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP2-4.5,2041-2060,6.973163890838623,1457,7305,4,19.95
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP3-7.0,2021-2040,6.973163890838623,1185,7305,4,16.22
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP3-7.0,2031-2050,6.973163890838623,1302,7305,4,17.82
LT 138 kV MIRANTE PAR 2 / DRACENA C 1 SP,SSP3-7.0,2041-2060,6.973163890838623,1409,7305,4,19.29
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,historical,1995-2014,6.973163890838623,1109,7305,4,15.18
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP1-2.6,2021-2040,6.973163890838623,1274,7305,4,17.44
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP1-2.6,2031-2050,6.973163890838623,1298,7305,4,17.77
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP1-2.6,2041-2060,6.973163890838623,1329,7305,4,18.19
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP2-4.5,2021-2040,6.973163890838623,1362,7305,4,18.64
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP2-4.5,2031-2050,6.973163890838623,1448,7305,4,19.82
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP2-4.5,2041-2060,6.973163890838623,1457,7305,4,19.95
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP3-7.0,2021-2040,6.973163890838623,1185,7305,4,16.22
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP3-7.0,2031-2050,6.973163890838623,1302,7305,4,17.82
LT 138 kV MIRANTE PAR 2 / DRACENA C 2 SP,SSP3-7.0,2041-2060,6.973163890838623,1409,7305,4,19.29
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,historical,1995-2014,6.966757551635483,910,7305,2,12.46
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP1-2.6,2021-2040,6.966757551635483,1108,7305,2,15.17
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP1-2.6,2031-2050,6.966757551635483,1124,7305,2,15.39
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP1-2.6,2041-2060,6.966757551635483,1179,7305,2,16.14
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP2-4.5,2021-2040,6.966757551635483,1210,7305,2,16.56
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP2-4.5,2031-2050,6.966757551635483,1286,7305,2,17.6
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP2-4.5,2041-2060,6.966757551635483,1306,7305,2,17.88
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP3-7.0,2021-2040,6.966757551635483,1008,7305,2,13.8
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP3-7.0,2031-2050,6.966757551635483,1133,7305,2,15.51
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 1 SP,SSP3-7.0,2041-2060,6.966757551635483,1244,7305,2,17.03
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,historical,1995-2014,6.966757551635483,910,7305,2,12.46
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP1-2.6,2021-2040,6.966757551635483,1108,7305,2,15.17
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP1-2.6,2031-2050,6.966757551635483,1124,7305,2,15.39
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP1-2.6,2041-2060,6.966757551635483,1179,7305,2,16.14
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP2-4.5,2021-2040,6.966757551635483,1210,7305,2,16.56
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP2-4.5,2031-2050,6.966757551635483,1286,7305,2,17.6
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP2-4.5,2041-2060,6.966757551635483,1306,7305,2,17.88
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP3-7.0,2021-2040,6.966757551635483,1008,7305,2,13.8
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP3-7.0,2031-2050,6.966757551635483,1133,7305,2,15.51
LT 138 kV MIRANTE PAR 2 / PRE. PRUDENTE C 2 SP,SSP3-7.0,2041-2060,6.966757551635483,1244,7305,2,17.03
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,historical,1995-2014,6.664677033424377,957,7305,2,13.1
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,SSP1-2.6,2021-2040,6.664677033424377,1212,7305,2,16.59
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,SSP1-2.6,2031-2050,6.664677033424377,1224,7305,2,16.76
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,SSP1-2.6,2041-2060,6.664677033424377,1251,7305,2,17.13
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,SSP2-4.5,2021-2040,6.664677033424377,1318,7305,2,18.04
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,SSP2-4.5,2031-2050,6.664677033424377,1367,7305,2,18.71
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,SSP2-4.5,2041-2060,6.664677033424377,1384,7305,2,18.95
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,SSP3-7.0,2021-2040,6.664677033424377,1102,7305,2,15.09
LT 138 kV MIRANTE PAR 2 / TAQUARUCU C 1 SP,SSP3-7.0,2031-2050,6.664677033424377,1262,7305,2,17.28
