linha,scenario,date_range,limit_K,limit_C,days_exceeding,total_days,n_cells,pct
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP2-4.5,2031-2050,309.7499425796898,36.59994257968981,1000,7305,1,13.69
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP2-4.5,2041-2060,309.7499425796898,36.59994257968981,1191,7305,1,16.3
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP3-7.0,2021-2040,309.7499425796898,36.59994257968981,889,7305,1,12.17
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP3-7.0,2031-2050,309.7499425796898,36.59994257968981,966,7305,1,13.22
LT 88 kV BOTUCATU / CERQUILHO C 2 SP,SSP3-7.0,2041-2060,309.7499425796898,36.59994257968981,1087,7305,1,14.88
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,historical,1995-2014,310.102056473143,36.952056473143045,990,7305,3,13.55
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2021-2040,310.102056473143,36.952056473143045,1001,7305,3,13.7
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2031-2050,310.102056473143,36.952056473143045,1147,7305,3,15.7
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP1-2.6,2041-2060,310.102056473143,36.952056473143045,1165,7305,3,15.95
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2021-2040,310.102056473143,36.952056473143045,1142,7305,3,15.63
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2031-2050,310.102056473143,36.952056473143045,1313,7305,3,17.97
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP2-4.5,2041-2060,310.102056473143,36.952056473143045,1557,7305,3,21.31
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2021-2040,310.102056473143,36.952056473143045,1182,7305,3,16.18
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2031-2050,310.102056473143,36.952056473143045,1312,7305,3,17.96
LT 88 kV BOTUCATU / IPAUSSU C 1 SP,SSP3-7.0,2041-2060,310.102056473143,36.952056473143045,1464,7305,3,20.04
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,historical,1995-2014,310.9132954248596,37.76329542485962,878,7305,2,12.02
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2021-2040,310.9132954248596,37.76329542485962,982,7305,2,13.44
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2031-2050,310.9132954248596,37.76329542485962,1120,7305,2,15.33
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP1-2.6,2041-2060,310.9132954248596,37.76329542485962,1082,7305,2,14.81
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2021-2040,310.9132954248596,37.76329542485962,1053,7305,2,14.41
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2031-2050,310.9132954248596,37.76329542485962,1167,7305,2,15.98
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP2-4.5,2041-2060,310.9132954248596,37.76329542485962,1397,7305,2,19.12
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2021-2040,310.9132954248596,37.76329542485962,1106,7305,2,15.14
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2031-2050,310.9132954248596,37.76329542485962,1237,7305,2,16.93
LT 88 kV CANOAS I / SALTO GRANDE SP C 1 SP,SSP3-7.0,2041-2060,310.9132954248596,37.76329542485962,1357,7305,2,18.58
LT 88 kV CANOAS II / DECASA C 1 SP,historical,1995-2014,310.49829134703197,37.34829134703199,731,7305,1,10.01
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2021-2040,310.49829134703197,37.34829134703199,752,7305,1,10.29
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2031-2050,310.49829134703197,37.34829134703199,889,7305,1,12.17
LT 88 kV CANOAS II / DECASA C 1 SP,SSP1-2.6,2041-2060,310.49829134703197,37.34829134703199,892,7305,1,12.21
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2021-2040,310.49829134703197,37.34829134703199,829,7305,1,11.35
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2031-2050,310.49829134703197,37.34829134703199,1007,7305,1,13.79
LT 88 kV CANOAS II / DECASA C 1 SP,SSP2-4.5,2041-2060,310.49829134703197,37.34829134703199,1197,7305,1,16.39
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2021-2040,310.49829134703197,37.34829134703199,894,7305,1,12.24
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2031-2050,310.49829134703197,37.34829134703199,1009,7305,1,13.81
LT 88 kV CANOAS II / DECASA C 1 SP,SSP3-7.0,2041-2060,310.49829134703197,37.34829134703199,1111,7305,1,15.21
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,historical,1995-2014,310.49829134703197,37.34829134703199,731,7305,1,10.01
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2021-2040,310.49829134703197,37.34829134703199,752,7305,1,10.29
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2031-2050,310.49829134703197,37.34829134703199,889,7305,1,12.17
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP1-2.6,2041-2060,310.49829134703197,37.34829134703199,892,7305,1,12.21
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2021-2040,310.49829134703197,37.34829134703199,829,7305,1,11.35
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2031-2050,310.49829134703197,37.34829134703199,1007,7305,1,13.79
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP2-4.5,2041-2060,310.49829134703197,37.34829134703199,1197,7305,1,16.39
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2021-2040,310.49829134703197,37.34829134703199,894,7305,1,12.24
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2031-2050,310.49829134703197,37.34829134703199,1009,7305,1,13.81
LT 88 kV CANOAS II / SALTO GRANDE C 1 SP,SSP3-7.0,2041-2060,310.49829134703197,37.34829134703199,1111,7305,1,15.21
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,historical,1995-2014,308.452008068092,35.30200806809205,1188,7305,2,16.26
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2021-2040,308.452008068092,35.30200806809205,1170,7305,2,16.02
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2031-2050,308.452008068092,35.30200806809205,1364,7305,2,18.67
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP1-2.6,2041-2060,308.452008068092,35.30200806809205,1417,7305,2,19.4
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2021-2040,308.452008068092,35.30200806809205,1333,7305,2,18.25
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2031-2050,308.452008068092,35.30200806809205,1542,7305,2,21.11
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP2-4.5,2041-2060,308.452008068092,35.30200806809205,1777,7305,2,24.33
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2021-2040,308.452008068092,35.30200806809205,1388,7305,2,19.0
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2031-2050,308.452008068092,35.30200806809205,1501,7305,2,20.55
LT 88 kV CERQUILHO / ITAPETININGA2 C 1 SP,SSP3-7.0,2041-2060,308.452008068092,35.30200806809205,1720,7305,2,23.55
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,historical,1995-2014,310.102056473143,36.952056473143045,990,7305,3,13.55
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2021-2040,310.102056473143,36.952056473143045,1001,7305,3,13.7
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2031-2050,310.102056473143,36.952056473143045,1147,7305,3,15.7
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP1-2.6,2041-2060,310.102056473143,36.952056473143045,1165,7305,3,15.95
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2021-2040,310.102056473143,36.952056473143045,1142,7305,3,15.63
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2031-2050,310.102056473143,36.952056473143045,1313,7305,3,17.97
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP2-4.5,2041-2060,310.102056473143,36.952056473143045,1557,7305,3,21.31
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2021-2040,310.102056473143,36.952056473143045,1182,7305,3,16.18
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2031-2050,310.102056473143,36.952056473143045,1312,7305,3,17.96
LT 88 kV CHAVANTES / BOTUCATU C 1 SP,SSP3-7.0,2041-2060,310.102056473143,36.952056473143045,1464,7305,3,20.04
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,historical,1995-2014,310.49829134703197,37.34829134703199,731,7305,1,10.01
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2021-2040,310.49829134703197,37.34829134703199,752,7305,1,10.29
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2031-2050,310.49829134703197,37.34829134703199,889,7305,1,12.17
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP1-2.6,2041-2060,310.49829134703197,37.34829134703199,892,7305,1,12.21
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2021-2040,310.49829134703197,37.34829134703199,829,7305,1,11.35
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2031-2050,310.49829134703197,37.34829134703199,1007,7305,1,13.79
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP2-4.5,2041-2060,310.49829134703197,37.34829134703199,1197,7305,1,16.39
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2021-2040,310.49829134703197,37.34829134703199,894,7305,1,12.24
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2031-2050,310.49829134703197,37.34829134703199,1009,7305,1,13.81
LT 88 kV CHAVANTES / IPAUSSU C 1 SP,SSP3-7.0,2041-2060,310.49829134703197,37.34829134703199,1111,7305,1,15.21
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,historical,1995-2014,310.49829134703197,37.34829134703199,731,7305,1,10.01
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2021-2040,310.49829134703197,37.34829134703199,752,7305,1,10.29
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2031-2050,310.49829134703197,37.34829134703199,889,7305,1,12.17
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP1-2.6,2041-2060,310.49829134703197,37.34829134703199,892,7305,1,12.21
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2021-2040,310.49829134703197,37.34829134703199,829,7305,1,11.35
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2031-2050,310.49829134703197,37.34829134703199,1007,7305,1,13.79
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP2-4.5,2041-2060,310.49829134703197,37.34829134703199,1197,7305,1,16.39
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2021-2040,310.49829134703197,37.34829134703199,894,7305,1,12.24
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2031-2050,310.49829134703197,37.34829134703199,1009,7305,1,13.81
LT 88 kV CHAVANTES / SALTO GRANDE C 1 SP,SSP3-7.0,2041-2060,310.49829134703197,37.34829134703199,1111,7305,1,15.21
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,historical,1995-2014,306.979789787481,33.82978978748105,731,7305,1,10.01
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2021-2040,306.979789787481,33.82978978748105,759,7305,1,10.39
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2031-2050,306.979789787481,33.82978978748105,947,7305,1,12.96
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP1-2.6,2041-2060,306.979789787481,33.82978978748105,985,7305,1,13.48
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2021-2040,306.979789787481,33.82978978748105,1006,7305,1,13.77
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2031-2050,306.979789787481,33.82978978748105,1296,7305,1,17.74
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP2-4.5,2041-2060,306.979789787481,33.82978978748105,1565,7305,1,21.42
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2021-2040,306.979789787481,33.82978978748105,1044,7305,1,14.29
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2031-2050,306.979789787481,33.82978978748105,1220,7305,1,16.7
LT 88 kV ITAPETINGA 2 / ITAPETININGA1 C 1 SP,SSP3-7.0,2041-2060,306.979789787481,33.82978978748105,1549,7305,1,21.2
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,historical,1995-2014,307.0405621046405,33.89056210464054,731,7305,1,10.01
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2021-2040,307.0405621046405,33.89056210464054,711,7305,1,9.73
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2031-2050,307.0405621046405,33.89056210464054,855,7305,1,11.7
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP1-2.6,2041-2060,307.0405621046405,33.89056210464054,908,7305,1,12.43
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2021-2040,307.0405621046405,33.89056210464054,805,7305,1,11.02
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2031-2050,307.0405621046405,33.89056210464054,1004,7305,1,13.74
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP2-4.5,2041-2060,307.0405621046405,33.89056210464054,1239,7305,1,16.96
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2021-2040,307.0405621046405,33.89056210464054,872,7305,1,11.94
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2031-2050,307.0405621046405,33.89056210464054,992,7305,1,13.58
LT 88 kV JAGUARI / S.JOSE CAMPOS C 1 SP,SSP3-7.0,2041-2060,307.0405621046405,33.89056210464054,1212,7305,1,16.59
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,historical,1995-2014,307.0405621046405,33.89056210464054,731,7305,1,10.01
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2021-2040,307.0405621046405,33.89056210464054,711,7305,1,9.73
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2031-2050,307.0405621046405,33.89056210464054,855,7305,1,11.7
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP1-2.6,2041-2060,307.0405621046405,33.89056210464054,908,7305,1,12.43
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2021-2040,307.0405621046405,33.89056210464054,805,7305,1,11.02
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2031-2050,307.0405621046405,33.89056210464054,1004,7305,1,13.74
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP2-4.5,2041-2060,307.0405621046405,33.89056210464054,1239,7305,1,16.96
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2021-2040,307.0405621046405,33.89056210464054,872,7305,1,11.94
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2031-2050,307.0405621046405,33.89056210464054,992,7305,1,13.58
LT 88 kV JAGUARI / S.JOSE CAMPOS C 2 SP,SSP3-7.0,2041-2060,307.0405621046405,33.89056210464054,1212,7305,1,16.59
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,historical,1995-2014,307.6986570439856,34.5486570439856,968,7305,2,13.25
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2021-2040,307.6986570439856,34.5486570439856,916,7305,2,12.54
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2031-2050,307.6986570439856,34.5486570439856,1101,7305,2,15.07
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP1-2.6,2041-2060,307.6986570439856,34.5486570439856,1166,7305,2,15.96
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2021-2040,307.6986570439856,34.5486570439856,1102,7305,2,15.09
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2031-2050,307.6986570439856,34.5486570439856,1349,7305,2,18.47
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP2-4.5,2041-2060,307.6986570439856,34.5486570439856,1578,7305,2,21.6
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2021-2040,307.6986570439856,34.5486570439856,1144,7305,2,15.66
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2031-2050,307.6986570439856,34.5486570439856,1266,7305,2,17.33
LT 88 kV MAIRIPORA / JAGUARI C 1 SP,SSP3-7.0,2041-2060,307.6986570439856,34.5486570439856,1451,7305,2,19.86
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,historical,1995-2014,307.6986570439856,34.5486570439856,968,7305,2,13.25
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2021-2040,307.6986570439856,34.5486570439856,916,7305,2,12.54
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2031-2050,307.6986570439856,34.5486570439856,1101,7305,2,15.07
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP1-2.6,2041-2060,307.6986570439856,34.5486570439856,1166,7305,2,15.96
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2021-2040,307.6986570439856,34.5486570439856,1102,7305,2,15.09
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2031-2050,307.6986570439856,34.5486570439856,1349,7305,2,18.47
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP2-4.5,2041-2060,307.6986570439856,34.5486570439856,1578,7305,2,21.6
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2021-2040,307.6986570439856,34.5486570439856,1144,7305,2,15.66
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2031-2050,307.6986570439856,34.5486570439856,1266,7305,2,17.33
LT 88 kV MAIRIPORA / JAGUARI C 2 SP,SSP3-7.0,2041-2060,307.6986570439856,34.5486570439856,1451,7305,2,19.86
LT 88 kV OURINHOS / CHAVANTES C 1 SP,historical,1995-2014,310.49829134703197,37.34829134703199,731,7305,1,10.01
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2021-2040,310.49829134703197,37.34829134703199,752,7305,1,10.29
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2031-2050,310.49829134703197,37.34829134703199,889,7305,1,12.17
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP1-2.6,2041-2060,310.49829134703197,37.34829134703199,892,7305,1,12.21
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2021-2040,310.49829134703197,37.34829134703199,829,7305,1,11.35
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2031-2050,310.49829134703197,37.34829134703199,1007,7305,1,13.79
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP2-4.5,2041-2060,310.49829134703197,37.34829134703199,1197,7305,1,16.39
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2021-2040,310.49829134703197,37.34829134703199,894,7305,1,12.24
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2031-2050,310.49829134703197,37.34829134703199,1009,7305,1,13.81
LT 88 kV OURINHOS / CHAVANTES C 1 SP,SSP3-7.0,2041-2060,310.49829134703197,37.34829134703199,1111,7305,1,15.21
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,historical,1995-2014,311.82547635981075,38.67547635981077,1266,7305,3,17.33
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2021-2040,311.82547635981075,38.67547635981077,1369,7305,3,18.74
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2031-2050,311.82547635981075,38.67547635981077,1516,7305,3,20.75
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP1-2.6,2041-2060,311.82547635981075,38.67547635981077,1492,7305,3,20.42
LT 88 kV PAR.PAULISTA2 / ASSIS C 1 SP,SSP2-4.5,2021-2040,311.82547635981075,38.67547635981077,1404,7305,3,19.22
